Month,Duration of job search,State and territory (STT): ASGS (2011),Unemployed total ('000)
Aug-1991,52 weeks and under 104 weeks (1-2 years),South Australia,9.12207561
Aug-1991,52 weeks and under 104 weeks (1-2 years),Western Australia,10.50212984
Aug-1991,52 weeks and under 104 weeks (1-2 years),Tasmania,3.28775002
Aug-1991,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.78460344
Aug-1991,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,1.17840979
Aug-1991,104 weeks and over (2 years and over),New South Wales,26.39860602
Aug-1991,104 weeks and over (2 years and over),Victoria,14.60596029
Aug-1991,104 weeks and over (2 years and over),Queensland,11.71725846
Aug-1991,104 weeks and over (2 years and over),South Australia,11.66075087
Aug-1991,104 weeks and over (2 years and over),Western Australia,5.85833178
Aug-1991,104 weeks and over (2 years and over),Tasmania,3.23859199
Aug-1991,104 weeks and over (2 years and over),Northern Territory,0.39869144
Aug-1991,104 weeks and over (2 years and over),Australian Capital Territory,0.54988449
Sep-1991,Under 4 weeks (under 1 month),New South Wales,41.52777107
Sep-1991,Under 4 weeks (under 1 month),Victoria,38.53216143
Sep-1991,Under 4 weeks (under 1 month),Queensland,23.88470841
Sep-1991,Under 4 weeks (under 1 month),South Australia,10.92598613
Sep-1991,Under 4 weeks (under 1 month),Western Australia,14.37677237
Sep-1991,Under 4 weeks (under 1 month),Tasmania,3.94708536
Sep-1991,Under 4 weeks (under 1 month),Northern Territory,1.22057384
Sep-1991,Under 4 weeks (under 1 month),Australian Capital Territory,2.12654479
Sep-1991,4 weeks and under 13 weeks (1-3 months),New South Wales,58.77931818
Sep-1991,4 weeks and under 13 weeks (1-3 months),Victoria,43.92239856
Sep-1991,4 weeks and under 13 weeks (1-3 months),Queensland,31.4874507
Sep-1991,4 weeks and under 13 weeks (1-3 months),South Australia,15.50909387
Sep-1991,4 weeks and under 13 weeks (1-3 months),Western Australia,18.66547234
Sep-1991,4 weeks and under 13 weeks (1-3 months),Tasmania,4.74497682
Sep-1991,4 weeks and under 13 weeks (1-3 months),Northern Territory,1.70936715
Sep-1991,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,1.46011979
Sep-1991,13 weeks and under 26 weeks (3-6 months),New South Wales,38.32025365
Sep-1991,13 weeks and under 26 weeks (3-6 months),Victoria,37.05109839
Sep-1991,13 weeks and under 26 weeks (3-6 months),Queensland,21.42612387
Sep-1991,13 weeks and under 26 weeks (3-6 months),South Australia,12.79834497
Sep-1991,13 weeks and under 26 weeks (3-6 months),Western Australia,14.37421728
Sep-1991,13 weeks and under 26 weeks (3-6 months),Tasmania,4.48321554
Sep-1991,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.74822867
Sep-1991,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.32243088
Sep-1991,26 weeks and under 52 weeks (6-12 months),New South Wales,66.97469409
Sep-1991,26 weeks and under 52 weeks (6-12 months),Victoria,62.05116106
Sep-1991,26 weeks and under 52 weeks (6-12 months),Queensland,30.52583374
Sep-1991,26 weeks and under 52 weeks (6-12 months),South Australia,16.02481249
Sep-1991,26 weeks and under 52 weeks (6-12 months),Western Australia,23.31408245
Sep-1991,26 weeks and under 52 weeks (6-12 months),Tasmania,5.44008416
Sep-1991,26 weeks and under 52 weeks (6-12 months),Northern Territory,1.52505538
Sep-1991,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,2.95114436
Sep-1991,52 weeks and under 104 weeks (1-2 years),New South Wales,34.89247829
Sep-1991,52 weeks and under 104 weeks (1-2 years),Victoria,36.48266109
Sep-1991,52 weeks and under 104 weeks (1-2 years),Queensland,16.22579843
Sep-1991,52 weeks and under 104 weeks (1-2 years),South Australia,11.15828807
Sep-1991,52 weeks and under 104 weeks (1-2 years),Western Australia,10.62394884
Sep-1991,52 weeks and under 104 weeks (1-2 years),Tasmania,3.1834909
Sep-1991,52 weeks and under 104 weeks (1-2 years),Northern Territory,1.06983421
Sep-1991,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.72847766
Sep-1991,104 weeks and over (2 years and over),New South Wales,38.41261747
Sep-1991,104 weeks and over (2 years and over),Victoria,18.81440094
Sep-1991,104 weeks and over (2 years and over),Queensland,9.75108121
Sep-1991,104 weeks and over (2 years and over),South Australia,8.73943806
Sep-1991,104 weeks and over (2 years and over),Western Australia,6.83749542
Sep-1991,104 weeks and over (2 years and over),Tasmania,3.13664506
Sep-1991,104 weeks and over (2 years and over),Northern Territory,0.81429504
Sep-1991,104 weeks and over (2 years and over),Australian Capital Territory,1.11073355
Oct-1991,Under 4 weeks (under 1 month),New South Wales,34.11612638
Oct-1991,Under 4 weeks (under 1 month),Victoria,27.81946677
Oct-1991,Under 4 weeks (under 1 month),Queensland,18.53402971
Oct-1991,Under 4 weeks (under 1 month),South Australia,9.20290325
Oct-1991,Under 4 weeks (under 1 month),Western Australia,11.46349161
Oct-1991,Under 4 weeks (under 1 month),Tasmania,2.28505009
Oct-1991,Under 4 weeks (under 1 month),Northern Territory,1.51370393
Oct-1991,Under 4 weeks (under 1 month),Australian Capital Territory,1.4659853
Oct-1991,4 weeks and under 13 weeks (1-3 months),New South Wales,57.99978723
Oct-1991,4 weeks and under 13 weeks (1-3 months),Victoria,37.27450222
Oct-1991,4 weeks and under 13 weeks (1-3 months),Queensland,27.16420383
Oct-1991,4 weeks and under 13 weeks (1-3 months),South Australia,12.98753361
Oct-1991,4 weeks and under 13 weeks (1-3 months),Western Australia,18.7745671
Oct-1991,4 weeks and under 13 weeks (1-3 months),Tasmania,4.16101391
Oct-1991,4 weeks and under 13 weeks (1-3 months),Northern Territory,2.57793099
Oct-1991,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,2.54987134
Oct-1991,13 weeks and under 26 weeks (3-6 months),New South Wales,35.06523014
Oct-1991,13 weeks and under 26 weeks (3-6 months),Victoria,35.14083707
Oct-1991,13 weeks and under 26 weeks (3-6 months),Queensland,22.33664284
Oct-1991,13 weeks and under 26 weeks (3-6 months),South Australia,11.97410797
Oct-1991,13 weeks and under 26 weeks (3-6 months),Western Australia,13.97558955
Oct-1991,13 weeks and under 26 weeks (3-6 months),Tasmania,4.00731234
Oct-1991,13 weeks and under 26 weeks (3-6 months),Northern Territory,1.08062113
Oct-1991,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.20822654
Oct-1991,26 weeks and under 52 weeks (6-12 months),New South Wales,61.90190665
Oct-1991,26 weeks and under 52 weeks (6-12 months),Victoria,60.34946193
Oct-1991,26 weeks and under 52 weeks (6-12 months),Queensland,29.78512003
Oct-1991,26 weeks and under 52 weeks (6-12 months),South Australia,17.84314707
Oct-1991,26 weeks and under 52 weeks (6-12 months),Western Australia,22.63024494
Oct-1991,26 weeks and under 52 weeks (6-12 months),Tasmania,5.52416125
Oct-1991,26 weeks and under 52 weeks (6-12 months),Northern Territory,1.62052513
Oct-1991,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,2.66975754
Oct-1991,52 weeks and under 104 weeks (1-2 years),New South Wales,36.94375916
Oct-1991,52 weeks and under 104 weeks (1-2 years),Victoria,34.77438437
Oct-1991,52 weeks and under 104 weeks (1-2 years),Queensland,16.73697824
Oct-1991,52 weeks and under 104 weeks (1-2 years),South Australia,10.09814944
Oct-1991,52 weeks and under 104 weeks (1-2 years),Western Australia,10.9544467
Oct-1991,52 weeks and under 104 weeks (1-2 years),Tasmania,3.15382818
Oct-1991,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.56437295
Oct-1991,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.9760041
Oct-1991,104 weeks and over (2 years and over),New South Wales,27.32878338
Oct-1991,104 weeks and over (2 years and over),Victoria,18.77186113
Oct-1991,104 weeks and over (2 years and over),Queensland,11.28356267
Oct-1991,104 weeks and over (2 years and over),South Australia,9.51964545
Oct-1991,104 weeks and over (2 years and over),Western Australia,6.09037584
Oct-1991,104 weeks and over (2 years and over),Tasmania,3.46996205
Oct-1991,104 weeks and over (2 years and over),Northern Territory,0.68467285
Oct-1991,104 weeks and over (2 years and over),Australian Capital Territory,0.67793229
Nov-1991,Under 4 weeks (under 1 month),New South Wales,41.54896549
Nov-1991,Under 4 weeks (under 1 month),Victoria,31.28130133
Nov-1991,Under 4 weeks (under 1 month),Queensland,26.80976025
Nov-1991,Under 4 weeks (under 1 month),South Australia,10.09273221
Nov-1991,Under 4 weeks (under 1 month),Western Australia,13.85493836
Nov-1991,Under 4 weeks (under 1 month),Tasmania,3.76727437
Nov-1991,Under 4 weeks (under 1 month),Northern Territory,0.90842258
Nov-1991,Under 4 weeks (under 1 month),Australian Capital Territory,1.80307129
Nov-1991,4 weeks and under 13 weeks (1-3 months),New South Wales,50.5924584
Nov-1991,4 weeks and under 13 weeks (1-3 months),Victoria,39.61759294
Nov-1991,4 weeks and under 13 weeks (1-3 months),Queensland,26.85327919
Nov-1991,4 weeks and under 13 weeks (1-3 months),South Australia,13.79736474
Nov-1991,4 weeks and under 13 weeks (1-3 months),Western Australia,18.93852916
Nov-1991,4 weeks and under 13 weeks (1-3 months),Tasmania,4.55425774
Nov-1991,4 weeks and under 13 weeks (1-3 months),Northern Territory,2.11954056
Nov-1991,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,2.60137373
Nov-1991,13 weeks and under 26 weeks (3-6 months),New South Wales,41.15934461
Nov-1991,13 weeks and under 26 weeks (3-6 months),Victoria,33.87782782
Nov-1991,13 weeks and under 26 weeks (3-6 months),Queensland,18.76271595
Nov-1991,13 weeks and under 26 weeks (3-6 months),South Australia,11.9523448
Nov-1991,13 weeks and under 26 weeks (3-6 months),Western Australia,12.90409762
Nov-1991,13 weeks and under 26 weeks (3-6 months),Tasmania,3.91007832
Nov-1991,13 weeks and under 26 weeks (3-6 months),Northern Territory,1.3174368
Nov-1991,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.11343699
Nov-1991,26 weeks and under 52 weeks (6-12 months),New South Wales,58.61534391
Nov-1991,26 weeks and under 52 weeks (6-12 months),Victoria,58.03505125
Nov-1991,26 weeks and under 52 weeks (6-12 months),Queensland,25.12291055
Nov-1991,26 weeks and under 52 weeks (6-12 months),South Australia,15.90794583
Nov-1991,26 weeks and under 52 weeks (6-12 months),Western Australia,18.90310166
Nov-1991,26 weeks and under 52 weeks (6-12 months),Tasmania,5.04013016
Nov-1991,26 weeks and under 52 weeks (6-12 months),Northern Territory,1.41333535
Nov-1991,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,1.88694199
Nov-1991,52 weeks and under 104 weeks (1-2 years),New South Wales,39.82481793
Nov-1991,52 weeks and under 104 weeks (1-2 years),Victoria,41.43591092
Nov-1991,52 weeks and under 104 weeks (1-2 years),Queensland,16.46176398
Nov-1991,52 weeks and under 104 weeks (1-2 years),South Australia,10.36302577
Nov-1991,52 weeks and under 104 weeks (1-2 years),Western Australia,12.59261107
Nov-1991,52 weeks and under 104 weeks (1-2 years),Tasmania,3.6222139
Nov-1991,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.57850466
Nov-1991,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.59889681
Nov-1991,104 weeks and over (2 years and over),New South Wales,31.4387954
Nov-1991,104 weeks and over (2 years and over),Victoria,17.5477772
Nov-1991,104 weeks and over (2 years and over),Queensland,11.13870698
Nov-1991,104 weeks and over (2 years and over),South Australia,9.82241997
Nov-1991,104 weeks and over (2 years and over),Western Australia,5.94994927
Nov-1991,104 weeks and over (2 years and over),Tasmania,3.89267473
Nov-1991,104 weeks and over (2 years and over),Northern Territory,0.93180965
Nov-1991,104 weeks and over (2 years and over),Australian Capital Territory,0.90852169
Dec-1991,Under 4 weeks (under 1 month),New South Wales,61.58997141
Dec-1991,Under 4 weeks (under 1 month),Victoria,50.26929192
Dec-1991,Under 4 weeks (under 1 month),Queensland,37.02705909
Dec-1991,Under 4 weeks (under 1 month),South Australia,17.6357821
Dec-1991,Under 4 weeks (under 1 month),Western Australia,20.0249798
Dec-1991,Under 4 weeks (under 1 month),Tasmania,5.0499399
Dec-1991,Under 4 weeks (under 1 month),Northern Territory,0.98689
Dec-1991,Under 4 weeks (under 1 month),Australian Capital Territory,3.7701227
Dec-1991,4 weeks and under 13 weeks (1-3 months),New South Wales,62.67168792
Dec-1991,4 weeks and under 13 weeks (1-3 months),Victoria,50.55820044
Dec-1991,4 weeks and under 13 weeks (1-3 months),Queensland,36.90573999
Dec-1991,4 weeks and under 13 weeks (1-3 months),South Australia,14.93465443
Dec-1991,4 weeks and under 13 weeks (1-3 months),Western Australia,20.77742737
Dec-1991,4 weeks and under 13 weeks (1-3 months),Tasmania,4.46160538
Dec-1991,4 weeks and under 13 weeks (1-3 months),Northern Territory,1.7262285
Dec-1991,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,3.07741787
Dec-1991,13 weeks and under 26 weeks (3-6 months),New South Wales,42.46520031
Dec-1991,13 weeks and under 26 weeks (3-6 months),Victoria,35.43407369
Dec-1991,13 weeks and under 26 weeks (3-6 months),Queensland,18.67667826
Dec-1991,13 weeks and under 26 weeks (3-6 months),South Australia,10.36056885
Dec-1991,13 weeks and under 26 weeks (3-6 months),Western Australia,10.87338951
Dec-1991,13 weeks and under 26 weeks (3-6 months),Tasmania,4.37067913
Dec-1991,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.41278904
Dec-1991,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.59935293
Dec-1991,26 weeks and under 52 weeks (6-12 months),New South Wales,54.02952917
Dec-1991,26 weeks and under 52 weeks (6-12 months),Victoria,54.0523588
Dec-1991,26 weeks and under 52 weeks (6-12 months),Queensland,22.75504717
Dec-1991,26 weeks and under 52 weeks (6-12 months),South Australia,15.65871971
Dec-1991,26 weeks and under 52 weeks (6-12 months),Western Australia,15.61793159
Dec-1991,26 weeks and under 52 weeks (6-12 months),Tasmania,4.57205856
Dec-1991,26 weeks and under 52 weeks (6-12 months),Northern Territory,1.1775804
Dec-1991,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,1.64160893
Dec-1991,52 weeks and under 104 weeks (1-2 years),New South Wales,41.73369797
Dec-1991,52 weeks and under 104 weeks (1-2 years),Victoria,40.93156491
Dec-1991,52 weeks and under 104 weeks (1-2 years),Queensland,18.65464475
Dec-1991,52 weeks and under 104 weeks (1-2 years),South Australia,11.49882707
Dec-1991,52 weeks and under 104 weeks (1-2 years),Western Australia,14.12028237
Dec-1991,52 weeks and under 104 weeks (1-2 years),Tasmania,4.35953252
Dec-1991,52 weeks and under 104 weeks (1-2 years),Northern Territory,1.58184557
Dec-1991,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,1.0306887
Dec-1991,104 weeks and over (2 years and over),New South Wales,31.00663372
Dec-1991,104 weeks and over (2 years and over),Victoria,19.45107438
Dec-1991,104 weeks and over (2 years and over),Queensland,13.93026421
Dec-1991,104 weeks and over (2 years and over),South Australia,10.53568009
Dec-1991,104 weeks and over (2 years and over),Western Australia,6.7037459
Dec-1991,104 weeks and over (2 years and over),Tasmania,3.52614133
Dec-1991,104 weeks and over (2 years and over),Northern Territory,1.29437414
Dec-1991,104 weeks and over (2 years and over),Australian Capital Territory,0.48011832
Jan-1992,Under 4 weeks (under 1 month),New South Wales,49.50392035
Jan-1992,Under 4 weeks (under 1 month),Victoria,33.86957219
Jan-1992,Under 4 weeks (under 1 month),Queensland,26.64917882
Jan-1992,Under 4 weeks (under 1 month),South Australia,13.82525814
Jan-1992,Under 4 weeks (under 1 month),Western Australia,18.10271455
Jan-1992,Under 4 weeks (under 1 month),Tasmania,3.42846769
Jan-1992,Under 4 weeks (under 1 month),Northern Territory,1.01836622
Jan-1992,Under 4 weeks (under 1 month),Australian Capital Territory,2.69921086
Jan-1992,4 weeks and under 13 weeks (1-3 months),New South Wales,79.59271112
Jan-1992,4 weeks and under 13 weeks (1-3 months),Victoria,63.04923171
Jan-1992,4 weeks and under 13 weeks (1-3 months),Queensland,53.66761713
Jan-1992,4 weeks and under 13 weeks (1-3 months),South Australia,20.74467187
Jan-1992,4 weeks and under 13 weeks (1-3 months),Western Australia,29.2164602
Jan-1992,4 weeks and under 13 weeks (1-3 months),Tasmania,7.44418639
Jan-1992,4 weeks and under 13 weeks (1-3 months),Northern Territory,2.64022715
Jan-1992,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,4.1672342
Jan-1992,13 weeks and under 26 weeks (3-6 months),New South Wales,43.150849
Jan-1992,13 weeks and under 26 weeks (3-6 months),Victoria,36.89661448
Jan-1992,13 weeks and under 26 weeks (3-6 months),Queensland,21.42523063
Jan-1992,13 weeks and under 26 weeks (3-6 months),South Australia,10.03921242
Jan-1992,13 weeks and under 26 weeks (3-6 months),Western Australia,14.94505633
